batch_number,first_contact_date,link_sent_date,agreement_reached_date
BATCH-7,12/04/21 14:10,,
BATCH-7,12/04/21 14:10,,
BATCH-7,12/04/21 14:10,16/04/21 18:10,
BATCH-7,12/04/21 14:10,15/04/21 11:04,
BATCH-7,12/04/21 14:10,12/04/21 19:05,
BATCH-7,12/04/21 14:10,12/04/21 17:15,
BATCH-7,12/04/21 14:10,12/04/21 17:14,15/04/21 16:15
BATCH-7,12/04/21 14:10,,
BATCH-7,12/04/21 14:10,,
BATCH-7,12/04/21 14:10,14/04/21 18:13,
BATCH-7,12/04/21 14:10,,12/04/21 18:12
BATCH-7,12/04/21 14:11,,
BATCH-7,12/04/21 14:11,,
BATCH-7,12/04/21 14:11,,
BATCH-7,12/04/21 14:11,,
BATCH-7,12/04/21 14:11,16/04/21 14:07,
BATCH-7,12/04/21 14:11,,
BATCH-7,12/04/21 14:11,16/04/21 16:07,
BATCH-7,12/04/21 14:11,,
BATCH-7,12/04/21 14:11,,
BATCH-7,12/04/21 14:12,12/04/21 17:09,
BATCH-7,12/04/21 14:12,16/04/21 21:18,19/04/21 19:33
BATCH-7,12/04/21 14:12,,
BATCH-7,12/04/21 14:12,16/04/21 12:28,
BATCH-7,12/04/21 14:12,12/04/21 17:07,
BATCH-7,12/04/21 14:12,15/04/21 17:33,
BATCH-7,12/04/21 14:12,,
BATCH-7,12/04/21 14:12,15/04/21 17:27,
BATCH-7,12/04/21 14:12,19/04/21 18:14,
BATCH-7,12/04/21 14:12,13/04/21 19:44,
BATCH-7,12/04/21 14:12,15/04/21 15:22,
BATCH-7,12/04/21 14:12,13/04/21 16:20,13/04/21 18:07
BATCH-7,12/04/21 14:13,16/04/21 15:22,19/04/21 17:20
BATCH-7,12/04/21 14:13,,
BATCH-7,12/04/21 14:13,,
BATCH-7,12/04/21 14:13,13/04/21 16:17,
BATCH-7,12/04/21 14:13,,
BATCH-7,12/04/21 14:13,,
BATCH-7,12/04/21 14:13,13/04/21 16:04,
BATCH-7,12/04/21 14:13,13/04/21 16:13,13/04/21 18:00
BATCH-7,12/04/21 14:13,13/04/21 16:09,
BATCH-7,12/04/21 14:13,12/04/21 19:21,
BATCH-7,12/04/21 14:13,13/04/21 15:59,
BATCH-7,12/04/21 14:14,13/04/21 15:47,
BATCH-7,12/04/21 14:14,13/04/21 15:41,
BATCH-7,12/04/21 14:14,13/04/21 19:41,
BATCH-7,12/04/21 14:14,13/04/21 15:31,
BATCH-7,12/04/21 14:14,,
BATCH-7,12/04/21 14:14,13/04/21 15:35,
BATCH-7,12/04/21 14:14,,
BATCH-7,12/04/21 14:14,,
BATCH-7,12/04/21 14:14,13/04/21 15:12,
BATCH-7,12/04/21 14:14,,
BATCH-7,12/04/21 14:14,,
BATCH-7,12/04/21 14:15,19/04/21 17:23,
BATCH-7,12/04/21 14:15,13/04/21 14:58,
BATCH-7,12/04/21 14:15,13/04/21 14:53,
BATCH-7,12/04/21 14:15,19/04/21 16:43,
BATCH-7,12/04/21 14:15,13/04/21 11:24,
BATCH-7,12/04/21 14:15,12/04/21 17:20,
BATCH-7,12/04/21 14:15,19/04/21 15:09,
BATCH-7,12/04/21 14:15,14/04/21 11:52,16/04/21 18:37
BATCH-7,12/04/21 14:15,12/04/21 20:15,
BATCH-7,12/04/21 14:15,14/04/21 15:52,
BATCH-7,12/04/21 14:15,15/04/21 14:46,
BATCH-7,12/04/21 14:16,,
BATCH-7,12/04/21 14:16,,
BATCH-7,12/04/21 14:16,,16/04/21 20:08
BATCH-7,12/04/21 14:16,12/04/21 20:22,
BATCH-7,12/04/21 14:16,16/04/21 13:05,
BATCH-7,12/04/21 14:16,,
BATCH-7,12/04/21 14:16,14/04/21 16:05,
BATCH-7,12/04/21 14:16,,
BATCH-7,12/04/21 14:16,,
BATCH-7,12/04/21 14:16,,
BATCH-7,12/04/21 14:17,15/04/21 16:00,
BATCH-7,12/04/21 14:17,12/04/21 20:05,
BATCH-7,12/04/21 14:17,15/04/21 18:33,
BATCH-7,12/04/21 14:17,,
BATCH-7,12/04/21 14:17,,
BATCH-7,12/04/21 14:17,12/04/21 20:25,
BATCH-7,12/04/21 14:17,,17/04/21 16:41
BATCH-7,12/04/21 14:17,,
BATCH-7,12/04/21 14:17,,
BATCH-7,12/04/21 14:17,,
BATCH-7,12/04/21 14:17,13/04/21 13:03,
BATCH-7,12/04/21 14:18,12/04/21 19:23,
BATCH-7,12/04/21 14:18,,
BATCH-7,12/04/21 14:18,12/04/21 19:17,
BATCH-7,12/04/21 14:18,,
BATCH-7,12/04/21 14:18,15/04/21 14:28,
BATCH-7,13/04/21 13:11,13/04/21 17:43,13/04/21 18:29
BATCH-6,13/04/21 13:11,16/04/21 14:31,
BATCH-6,13/04/21 13:11,,
BATCH-7,13/04/21 13:11,,
BATCH-7,13/04/21 13:11,,
BATCH-7,16/04/21 12:41,16/04/21 13:19,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:29,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:30,,
BATCH-8,19/04/21 15:31,19/04/21 17:59,
BATCH-8,19/04/21 15:31,,
BATCH-8,19/04/21 15:31,,
BATCH-8,19/04/21 16:02,,
BATCH-8,19/04/21 16:02,,
BATCH-8,19/04/21 16:02,19/04/21 17:58,
BATCH-8,19/04/21 16:02,,
BATCH-8,19/04/21 16:02,,
BATCH-8,19/04/21 16:02,,
BATCH-8,19/04/21 16:02,,
BATCH-8,19/04/21 16:02,19/04/21 17:44,
BATCH-8,19/04/21 16:02,,
BATCH-8,19/04/21 16:02,,
BATCH-8,19/04/21 16:03,,
BATCH-8,19/04/21 16:03,,
BATCH-8,19/04/21 16:03,19/04/21 19:44,
BATCH-8,19/04/21 16:03,,
BATCH-8,19/04/21 16:03,,
BATCH-8,19/04/21 16:03,19/04/21 19:49,
BATCH-8,19/04/21 16:03,19/04/21 20:47,
BATCH-8,19/04/21 16:03,,
BATCH-8,19/04/21 16:03,,
BATCH-8,19/04/21 16:03,,
BATCH-8,19/04/21 16:04,,
BATCH-8,19/04/21 16:04,19/04/21 19:58,
BATCH-8,19/04/21 16:04,,
BATCH-8,19/04/21 16:04,,
BATCH-8,19/04/21 16:04,,
BATCH-8,19/04/21 16:04,19/04/21 20:04,
BATCH-8,19/04/21 16:04,,
BATCH-8,19/04/21 16:04,19/04/21 20:36,
BATCH-8,19/04/21 16:04,,
BATCH-8,19/04/21 16:04,,
BATCH-8,19/04/21 16:04,,
BATCH-8,19/04/21 16:05,19/04/21 20:39,
BATCH-8,19/04/21 16:05,19/04/21 20:52,
BATCH-8,19/04/21 16:05,,
BATCH-8,19/04/21 16:05,,
BATCH-8,19/04/21 16:05,,
BATCH-8,19/04/21 16:05,19/04/21 20:57,
BATCH-8,19/04/21 16:05,19/04/21 21:00,
BATCH-8,19/04/21 16:05,,
BATCH-8,19/04/21 16:05,19/04/21 21:02,
BATCH-8,19/04/21 16:05,19/04/21 21:07,
BATCH-8,19/04/21 16:05,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:06,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:07,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:08,,
BATCH-8,19/04/21 16:09,,
BATCH-8,19/04/21 16:09,,
BATCH-8,19/04/21 16:09,,
BATCH-0,,22/01/21 19:04,22/01/21 19:20
BATCH-6,,,
